جائیر	jair
زن	zan
ہوا	hua
</s>	</s>
سید	syed
غلام	ghulam
نبی	nabi
شاہ	shah
المعروف	al-maaroof
سمندری	samandari
بابا	baba
</s>	</s>
گنگناتی	gungunati
ہوئی	hui
آئیں	aayin
ہیں	hain
فلک	falak
سے	se
بوندیں	boondein
</s>	</s>
اور	aur
صرف	sirf
یہ	ye
درخواست	darkhwaat
کی	kee
کہ	ki
فلورنڈا	florinda
کی	kee
ماں	maan
بستر	bistare
مرگ	marg
پر	par
ہے	hai
اس	is
لیے	liye
اسے	use
واپس	waapas
جانے	jaane
کی	kee
اجازت	ijaazat
دے	de
دی	dee
جائے	jaye
</s>	</s>
تناسب	tanaasub
سے	se
قرض	qarz
میں	mein
اضافہ	izaafa
کرے	kare
</s>	</s>
صحیفہ	saheefa
</s>	</s>
جنت	jannat
کی	kee
کلی	kali
</s>	</s>
ان	in
اساتذہ	asaatza
میں	mein
سے	se
بعض	baaz
کا	ka
انہوں	unhon
نے	ne
اپنی	apni
عظیم	azeem
20	20
جلدی	jildi
کاوش	kaawish
معجم	muajjam
رجال	rajaal
الحدیث	al-hadees
میں	mein
ذکر	zikr
کیا	kiya
ہے	hai
</s>	</s>
شیبیس	shebis
ضلع	zila
</s>	</s>
سنہ	san
2001ء	2001
میں	mein
پاکستان	pakistan
کی	kee
عسکریت	askariyat
پسند	pasand
تنظیم	tanzeem
لشکر	lashkare
طیبہ	taiba
کے	ke
دو	do
ارکان	arkaan
نے	ne
لال	lal
قلعہ	quila
پر	par
حملہ	hamla
کر	kar
دیا	diya
جس	jis
میں	mein
درجن	darjan
بھر	bhar
بھارتی	bharati
فوجی	fauji
ہلاک	halaak
ہوئے	huye
اور	aur
حملہ	hamla
آور	aawar
قلعہ	quila
کی	kee
فصیل	faseel
پھلانگ	phalaang
کر	kar
فرار	faraar
ہو	ho
گئے	gaye
</s>	</s>
نعیم	naeem
ہاشمی	hashmi
</s>	</s>
مرزا	mirza
غالب	ghalib
اور	aur
علامہ	allama
اقبال	iqbal
سمیت	samet
بیشتر	beshtar
مشہور	mashhoor
شعرا	shora
نے	ne
منقبت	munqabat
لکھیں	likheen
ہیں	hain
</s>	</s>
جنہوں	jinhon
نے	ne
درون	daroon
خانہ	khana
انگریزوں	angrezon
سے	se
سازباز	saazbaaz
کرنا	karna
شروع	shuroo
کر	kar
دیا	diya
تھا	tha
</s>	</s>
خدا	khuda
کی	ki
قسم	qasam
اگر	agar
تم	tum
نے	ne
مجھے	mujhe
اس	is
سے	se
روکا	roka
تو	to
میں	main
تمہیں	tumhein
اس	is
چیز	cheez
سے	se
روک	rok
دوں	doon
گا	ga
جو	jo
تمہارے	tumhare
لیے	liye
اس	is
سے	se
اہم	aham
تر	tar
ہے	hai
یعنی	yaani
مدینہ	madina
کے	ke
پاس	paas
سے	se
تمہارا	tumhara
راستہ	raasta
</s>	</s>
کریسٹووڈ	crestwood
ہلز	hills
لاس	los
اینجلس	angeles
کیلیفورنیا	california
</s>	</s>
ابن	ibne
جزری	jazri
نے	ne
کہا	kaha
أستاذ	ustaaz
محقق	muhaqqiq
ضابط	zaabit
متقن	mutqan
تنبیہ	tambeeh
امام	imam
بزی	bazi
سے	se
تکبیروں	takbeeron
والی	waali
روایت	riwaayat
مستدرک	mustadrak
حاکم	haakim
3/344	3/344
میں	mein
آئی	aayi
ہے	hai
</s>	</s>
قطرے	qatre
جو	jo
تھے	the
مرے	mere
عرقِ	arqe
انفعال	infeaal
کے	ke
</s>	</s>
نحمیاہ	nahmiah
کی	kee
کتاب	kitaab
ان	un
کے	ke
ہیکل	hekal
دوم	dom
کے	ke
عہد	ahad
میں	mein
یروشلم	yerushelum
کی	kee
تعمیر	taameere
نو	nau
کرنے	karne
کے	ke
کام	kaam
کو	ko
بیان	bayaan
کرتی	karti
ہے	hai
</s>	</s>
ستمبر	september
2016ء	2016
–	-
مارچ	march
2017ءاترپردیش	2017 uttar pradesh
حکومت	hukoomat
میں	mein
ریاست	riyaasat
کے	ke
کبینیٹ	cabinet
وزیر	wazeer
برائے	barae
سیلس	sales
ٹیکس	tax
</s>	</s>
کسبی	kasabi
اشتراکیت	ishteraakiyat
کے	ke
مطابق	mutaabiq
دولت	daulat
پیدا	paida
کرنے	karne
والے	waale
یعنی	yaani
مزدور	mazdoor
اس	is
دولت	daulat
کے	ke
مالک	maalik
ہیں	hain
نہ	na
کہ	ki
کوئی	koi
ایک	ek
شخص	shakhs
</s>	</s>
جناب	janab
سکینہ	sakeena
بنت الحسین	bintul hussain
کے	ke
خلاف	khilaaf
ایڑی	edi
چوٹی	choti
کا	ka
زور	zor
لگا	laga
دیا	diya
</s>	</s>
میں	main
نے	ne
عرض	arz
کیا	kiya
یا	ya
رسول	rasool
اللہ	allah
تو	to
پھر	phir
ہم	ham
کس	kis
کی	kee
روشنی	roshni
میں	mein
دیکھیں	dekhen
گے	ge
نبی	nabi
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
نے	ne
فرمایا	farmaya
اپنی	apni
اسی	usi
بینائی	beenayee
کی	kee
روشنی	roshni
میں	mein
جواب	jo ab
تمہارے	tumhare
پاس	paas
ہے	hai
اس	us
وقت	waqt
سورج	sooraj
طلوع	tuloo
نہیں	nahin
ہوا	hua
تھا	tha
ایک	ek
ایسے	aise
دن	din
میں	mein
جب	jab
زمین	zameen
پر	par
روشنی	roshni
ہو	ho
اور	aur
پہاڑ	pahaad
نظر	nazar
آ	aa
رہے	rahe
ہوں	hon
میں	main
نے	ne
پوچھا	poochha
یا	ya
رسول	rasool
اللہ	allah
ہمیں	hamein
نیکیوں	nekiyon
اور	aur
گناہوں	gunaahon
کا	ka
بدلہ	badla
کس	kis
طرح	tarah
دیا	diya
جائے	jaaye
گا	ga
نبی	nabi
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
نے	ne
فرمایا	farmaya
ایک	ek
نیکی	neki
کا	ka
بدلہ	badla
دس	das
گنا	guna
ثواب	sawaab
اور	aur
ایک	ek
گناہ	gunaah
کا	ka
اسی	usi
کے	ke
برابر	baraabar
وبال	wabaal
ہوگا	hoga
الاّ	illa
یہ	ye
کہ	ki
وہ	wo
معاف	muaaf
فرما	farma
دے	de
میں	man
نے	ne
پوچھا	poochha
یا	ya
رسول	rasool
اللہ	allah
جنت	jannat
اور	aur
جہنم	jahannam
کے	ke
بارے	baare
میں	mein
کچھ	kuchh
بتائیے	bataiye
نبی	nabi
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
نے	ne
فرمایا	farmaya
جہنم	jahannam
کے	ke
سات	saat
دروازے	darwaaze
ہیں	hain
اور	aur
ہر	har
دو	do
دروازوں	darwaazon
کے	ke
درمیان	darmiyaan
اتنا	itna
فاصلہ	faasla
ہے	hai
کہ	ki
سوار	sawaar
ان	in
دونوں	donon
کے	ke
درمیان	darmiyaan
ستر	sattar
سال	saal
تک	tak
چلتا	chalta
رہے	rahe
اور	aur
جنت	jannat
کے	ke
آٹھ	aath
دروازے	darwaaze
ہیں	hain
اور	aur
ہر	har
دو	do
دروازوں	darwaazon
کے	ke
درمیان	darmiyaan
اتنا	itna
فاصلہ	faasla
ہے	hai
کہ	ki
سوار	sawaar
ان	un
دونوں	donon
کے	ke
درمیان	darmiyaan
ستر	sattar
سال	saal
تک	tak
چلتا	chalta
رہے	rahe
</s>	</s>
ان	in
کا	ka
مکتب	maktab
شیخ	sheikh
نور	noor
محمد	mohammad
کے	ke
گھر	ghar
کے	ke
قریب	qareeb
ہی	hi
کوچہ	koocha
میر	meer
حسام الدین	hassamuddin
میں	mein
تھا	tha
</s>	</s>
فوجی	fauji
مہم	muhim
جوئی	joi
نئے	naye
سپریم	supreme
ڈائریکٹر	director
کی	kee
ذمہ	zimme
داری	daari
بن	ban
گئی	gayi
</s>	</s>
سید	syed
غلام	ghulam
نبی	nabi
شاہ	shah
کشمیری	kashmiri
نے	ne
12	12
جمادی الاول	jamadiul awwal
1413ھ	1413h
بمطابق	ba-mutaabiq
8	8
نومبر	november
1992ء	1992
بروز	ba-roz
اتوار	itwaar
بمقام	ba-muqaam
مسجد	masjid
عرفات	arafaat
کلفٹن	clifton
میں	mein
تقریباً	taqreeban
ساٹھ	saath
سال	saal
کی	kee
عمر	umar
میں	mein
انتقال	inteqaal
کیا	kiya
</s>	</s>
جن	jin
میں	mein
کھردرے	khurdure
بے	be
ڈھب	dhab
پتھر	patthar
کے	ke
چھوٹے	chhote
بڑے	bade
ٹکڑے	tukde
بغیر	baghair
کسی	kisi
ترتیب	tarteeb
کے	ke
جمادیئے	jama diye
گئے	gaye
ہیں	hain
</s>	</s>
پریم	prem
چند	chand
کے	ke
ناولوں	novelon
اور	aur
کہانیوں	kahaniyon
میں	mein
برطانوی	bartaanvi
راج	raj
کے	ke
وقت	waqt
تعلیم	taaleem
اور	aur
دیگر	deegar
علاقوں	ilaaqon
میں	mein
پھیلی	phailee
بدعنوانی	bad-unwaani
کی	kee
خاصی	khaasi
جھلکیاں	jhalkiyaan
ملتی	milti
ہیں	hain
</s>	</s>
آغا	agha
افتخار	iftekhar
کو	ko
اوائل	awaayil
عمری	umri
ہی	hi
سے	se
پڑھنے	padhne
لکھنے	likhne
کا	ka
شوق	shauq
تھا	tha
</s>	</s>
اِس	is
نسخہ	nuskha
کے	ke
آغاز	aaghaaz
میں	mein
دیباچہ	deebacha
از	az
تحریر	tahreer
کردہ	kardah
میر	meer
عبد الحئی	abdul hai
خان	khan
بعد	baad
از	az
دیباچہ	deebacha
میر	meer
غلام	ghulam
علی	ali
آزاد	azad
بلگرامی	bilgrami
موجود	maujood
ہیں	hain
اور	aur
پھر	phir
مصنف	musannif
شاہنواز	shahnawaz
خان	khan
کی	kee
سوانح	sawaaneh
حیات	hayaat
اور	aur
پھر	phir
تراجم	taraajm
کی	kee
مفصل	mufassal
فہرست	fehrist
مرتب	murattab
شدہ	shuda
شامل	shaamil
ہے	hai
اِس	is
کے	ke
بعد	baad
کتاب	kitaab
کے	ke
اصل	asal
نسخہ	nuskha
کا	ka
آغاز	aaghaaz
ہوتا	hota
ہے	hai
</s>	</s>
اس	is
کی	kee
ثقافت	saqaafat
چھ	chhe
ہزار	hazaar
سال	saal
پرانی	purani
ہے	hai
</s>	</s>
یکم	yakum
جنوری	january
1912ء	1912
کو	ko
عوامی	awaami
جمہوریہ	jamhooriya
چین	china
قائم	qaayim
ہوئی	hui
اور	aur
قنگ	fing
بادشاہت	baadshaahat
کا	ka
خاتمہ	khaatma
ہوا	hua
</s>	</s>
اداکاری	adaakaari
اور	aur
صداکاری	sadakaari
میں	mein
بہترین	behtareen
خدمات	khidmaat
کے	ke
عوض	ewaz
1985ء	1985
میں	mein
انہیں	unhein
تمغا	tamgha
حسن	husne
کارکردگی	kaarkardagi
سی	se
بھی	bhi
نوازا	nawaaza
گیا	gaya
</s>	</s>
وہ	wo
جو	jo
دیانند	dayanand
کے	ke
پیروکاروں	pairookaaron
اور	aur
ان	un
سے	se
متاثر	mutaassir
ہوئے	huye
ان	un
میں	mein
بیکھاجی	bhikaji
کاما	kama
پنڈت	pandit
لیکھ	lekh
رام	ram
سوامی	wami
شردھانند	shradhanand
پنڈت	pandit
گرو	guru
دت	dutt
دیارتی	dyarti
شیامجی	shyamji
کرشن	krishn
ورما	verma
ونایک	vinayak
دامودر	damodar
ساورکر	savarkar
لالہ	lala
ہردیال	hardayal
مدن	madan
لال	lal
ڈھینگرا	dhingra
رام	ram
پرساد	prasad
بسمل	bismil
مہادیو	mahadev
گوند	govind
رانڈے	ranade
اشفاق اللہ	ashfaqullah
خان	khan
مہاتما	mahatma
ہنس	hans
راج	raj
لالہ	lala
لاجپت	lajpat
رائے	rai
اور	aur
دیگر	deegar
شامل	shaamil
ہیں	hain
</s>	</s>
خاندان	khaandaan
کی	kee
کامیابی	kaamiyaabi
کے	ke
بعد	baad
شوکت	shaukat
حسین	hussain
رضوی	rizvi
اور	aur
نور	noor
جہاں	jahan
ممبئی	mumbai
چلے	chale
گئے	gaye
جہاں	jahaan
رضوی	rizvi
نے	ne
اپنی	apni
اگلی	agli
فلم	film
نوکر	naukar
1943ء	1943
کی	kee
ہدایات	hidaayaat
دیں	deen
</s>	</s>
ایف آئی آر	fir
میں	mein
لڑکی	ladki
نے	ne
الزام	ilzaam
لگایا	lagaya
ہے	hai
باپو	bapu
نے	ne
رات	raat
میں	mein
اسے	use
کمرے	kamre
میں	mein
بلایا	bulaya
اور	aur
1	1
گھنٹے	ghante
تک	tak
جنسی	jinsi
زیادتیاں	zyaadtiyaan
کی	kee
</s>	</s>
آپ	aap
کی	kee
تصنیفات	tasneefaat
میں	mein
مثنوی	masnavi
مولانا	maulana
روم	rome
کاتکملہ	ka takmila
سب	sab
سے	se
زیادہ	zyada
مشہور	mashhoor
ہے	hai
</s>	</s>
تبت	tibbet
کی	kee
سطح	sata
مرتفع	murtafa
پر	par
شروع	shuroo
سے	se
تبت	tibbet
کا	ka
ہی	hi
قبضہ	qabza
رہا	raha
ہے	hai
</s>	</s>
تلمیح	talmeeh
کے	ke
استعمال	istemaal
سے	se
شعر	sher
کے	ke
معنوں	maanon
میں	mein
وُسعت	wusat
اور	aur
حسن	husn
پیدا	paida
ہوتا	hota
ہے	hai
</s>	</s>
بونے	baune
سیارے	saiyare
کا	ka
مفروضہ	mafrooza
بھی	bhi
واپس	waapas
لے	le
لیا	liya
گیا	gaya
کیونکہ	kyonki
مزید	mazeed
مشاہدات	mushahidaat
سے	se
معلوم	maaloom
ہوا	hua
کہ	ki
پہلی	pahli
سمجھی	samjhi
جانے	jaane
والی	waali
دھڑکنے	dhadakne
کی	kee
بے	be
قاعدگی	qaayedgi
سے	se
پتا	pata
لگا	laga
کہ	ki
مداروی	madaaravi
جسم	jism
گردشی	gardishi
نہیں	nahin
ہے	ha
اور	aur
اس	us
کو	ko
مکمل	mukammal
طور	taur
پر	par
نابض	naabiz
انتشار	inteshaar
کو	ko
ناپ	naap
کر	kar
بیان	bayaan
کیا	kiya
جاسکتا	ja sakta
ہے	hai
</s>	</s>
روداد	roodaad
سے	se
مراد	muraad
کسی	kisi
تقریب	taqreeb
جلسے	jalse
میلے	mele
یا	ya
حادثے	haadse
کا	ka
آنکھوں	aankhon
دیکھا	dekha
حال	haal
ایک	ek
غیر	ghair
جانبدار	jaanibdaar
مبصر	mubassir
کی	kee
حیثیت	haisiyat
سے	se
کاغذ	kaaghaz
پر	par
تحریر	tahreer
کرکے	kar ke
پیش	pesh
کرنا	karna
ہے	hai
تاکہ	taaki
جنہوں	jinhon
نے	ne
اس	is
تقریب	taqreeb
کو	ko
نہیں	nahin
دیکھا	dekha
وہ	wo
غائبانہ	ghaayebana
اس	us
سے	se
لطف	lutf
اندوز	andoz
ہوسکیں	ho saken
</s>	</s>
بعد	baad
ازاں	azaan
امریکی	americi
صدر	sadar
فرینکلن	franklin
ڈیلا	dela
نوروز	nauroz
ویلٹ	velt
نے	ne
ایک	ek
نشریاتی	nashriyaati
ادارے	idaare
کے	ke
قیام	qiyaam
کی	kee
منظوری	manzoori
دی	dee
جس	jis
کے	ke
روح	rooh
رواں	rawaan
کرنل	colonel
ولیم	villiam
ڈونووین	donoven
اور	aur
رابرٹ	robert
شیرووڈ	sherwood
تھے	the
</s>	</s>
یہ	ye
فون	phone
مورخہ	morkha
7	7
نومبر	november
2007ء	2007
کو	ko
بازار	baazaar
میں	mein
پیش	pesh
کیا	kiya
گیا	gaya
</s>	</s>
گڈاپ	gadap
ٹاؤن	town
</s>	</s>
عطاری	attaari
</s>	</s>
زاحفیات	zahifiyaat
</s>	</s>
یونان	unan
نے	ne
بھی	bhi
اپنی	apni
آزادی	aazaadi
کا	ka
اعلان	ailaan
کر	kar
دیا	diya
</s>	</s>
انور	anwar
رات	raat
کو	ko
گلوریا	gloria
کو	ko
شراب	sharab
پلا	pila
کر	kar
اس	is
سے	se
سب	sab
گچھ	kuchh
اگلوا	ugalwa
آیا	aaya
تھا	tha
</s>	</s>
بولیات	boliyaat
</s>	</s>
دوسری	doosri
قسم	qism
تقدیر	taqdeer
مبرم	mabram
غیر	ghair
حقیقی	haqeeqi
ہے	hai
جو	jo
عام	aam
حالات	haalaat
میں	mein
تو	to
طے	tai
شدہ	shuda
ہوتی	hoti
ہے	hai
مگر	magar
خاص	khaas
حالات	haalaat
میں	mein
اکابر	akaabir
اولیاء	aulia
و	wa
صالحین	saaliheen
کی	kee
دعا	dua
سے	se
اس	is
میں	mein
تبدیلی	tabdeeli
ممکن	mumn
ہے	hai
</s>	</s>
سرینگر	srinagar
کے	ke
ایک	ek
متوسط	mutawassut
کنبے	kunbe
میں	mein
پیدا	paida
ہوئے	huye
</s>	</s>
نیلوں	neelon
کے	ke
سنگم	sangam
کی	kee
سرزمیں	sarzameen
کی	kee
تقسیم	taqseem
</s>	</s>
علم	ilm
کے	ke
مطابق	mutaabiq
کسی	kisi
واقعہ	waqeya
کا	ka
احتمال	ihtemaal
مختلف	mukhtalif
ہو	ho
سکتا	sakta
ہے	hai
</s>	</s>
لفظ	lafz
کروا	karwa
گھڑا	ghada
کا	ka
مترادف	mutraadif
ہے	hai
اور	aur
چوتھ	chauth
کا	ka
مطلب	matlab
چوتھا	chautha
ہے	hai
</s>	</s>
ترقی	taraqqi
پزیر	pazeer
ممالک	mamaalik
میں	mein
بچے	bachche
کسی	kisi
بھی	bhi
آبادی	aabaadi
کا	ka
بہت	bahut
بڑا	bada
حصہ	hissa
ہوتے	hote
ہیں	hain
</s>	</s>
جب	jab
فوجیں	faujen
ٹکرائیں	takraayen
گی	gi
تو	to
پہلی	pahli
تلوار	talwaar
میری	meri
ہوگی	hogi
جو	jo
اٹھے	uthe
گی	gi
</s>	</s>
انڈین	indian
پریمیئر	premier
لیگ	league
میں	mein
آپ	aap
چنئی	chennai
سپر	super
کنگز	kings
کی	kee
نمائندگی	numaayindagi
کرتے	karte
ہیں	hain
البتہ	albatta
2009ء	2009
میں	mein
انہوں	unhon
نے	ne
کھیلنے	khelne
سے	se
معذرت	muazrat
کر	kar
لی	lee
</s>	</s>
اس	us
کا	ka
آخری	aakhri
وسطہ	wusta
زمانہ	zamana
بار	baar
تیرہ	terah
لاکھ	lakh
سال	saal
قبل	qabl
یہ	ye
غار	ghaar
وجود	wajood
میں	mein
آئی	aayi
</s>	</s>
پریسٹن	preston
</s>	</s>
پنڈت	pandit
سیتا	sita
ناتھ	nath
تتوبھوشن	tatvbhooshan
سادھارن	saadhaaran
برہمو	brahmo
سماج	samaj
کے	ke
باضابطہ	baazaabta
فلسفی	falsafi
اور	aur
ماہر	maahire
الہیات	ilaahiyaat
تھے	the
</s>	</s>
سرکاری	sarkaari
کاغذات	kaaghzaat
میں	mein
ردوبدل	radd-o-badal
ایس پی	sp
نجف	najaf
خاں	khan
کے	ke
سازش	saazish
میں	mein
ملوث	mulawwish
ہونے	hone
یا	ya
کم	kam
از	az
کم	kam
پیشہ	pesha
وارانہ	warana
بددیانتی	bad-deyaanati
کا	ka
پختہ	pukhta
ثبوت	saboot
تھا	tha
</s>	</s>
جو	jo
پہلی	pahli
بار	baar
پیرس	peris
سے	se
1877ء	1877
میں	mein
شائع	shaya
ہوا	hua
</s>	</s>
اس	is
قبیلہ	qabeela
کے	ke
16	16
لوگ	log
حج	haj
کے	ke
موقع	mauqa
پر	par
منیٰ	mina
میں	mein
رسول	rasool
اللہ	allah
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
سے	se
ملے	mile
آپ	aap
نے	ne
اس	us
لڑکے	ladke
کے	ke
متعلق	mutalli
پوچھابتایا	poochha bataya
گیا	gaya
اس	is
سے	se
زیادہ	zyada
کسی	kisi
کو	ko
ہم	ham
نے	ne
قناعت	qanaat
کرنے	karne
والا	waala
ہم	ham
نے	ne
کبھی	kabhi
نہیں	nahin
دیکھا	dekha
تو	to
رسول	rasool
اللہ	allah
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلمنے	wasallam ne
فرمایا	farmaya
میں	main
آرزو	aarzoo
کرتا	karta
ہوں	hoon
کہ	ki
اللہ	allah
ہم	ham
سب	sab
کا	ka
خاتمہ	khaatma
اسی	usi
طرح	tarah
کرے	kare
</s>	</s>
میڈ	mid
ڈے	day
</s>	</s>
یہ	ye
اشارہ	ishaara
پاتے	paate
ہی	hi
یہ	ye
دونوں	donon
ننھے	nanhe
مجاہد	mujaahid
اپنی	apni
تلواریں	talwaarein
لے	le
کر	kar
اس	us
کی	kee
طرف	taraf
بھاگے	bhaage
</s>	</s>
موجودہ	maujoodah
دور	daur
میں	mein
یہ	ye
ایچی	achi
پریفیکچر	prefecture
کا	ka
تقریباً	taqreeban
نصف	nisf
حصہ	hissa
بناتا	banata
ہے	hai
</s>	</s>
راوی	raawi
پار	paar
</s>	</s>
اقبال	iqbal
صرف	sirf
اخلاقیات	ikhlaaqiyaat
اور	aur
مقصدی	maqsadi
مضامین	mazameen
تک	tak
محدود	mahdood
نہیں	nahin
رہے	rahe
</s>	</s>
انصاف	insaaf
الاشراف	al-ashraaf
احمد	ahmad
بن	bin
یحیٰ	yahya
بن	bin
جابر	jabir
البلاذری	al-balazri
</s>	</s>
نائیلہ	naila
</s>	</s>
ٹریبیون	tribune
انڈیا	india
</s>	</s>
یا	ya
اس	is
پر	par
کوئی	koi
بیرونی	berooni
قوم	qaum
مسلط	musallat
ہوجاتی	ho jaati
ہے	hai
</s>	</s>
تاہم	taaham
بعض	baaz
اوقات	auqaat
عورت	aurat
کی	kee
اِصطلاح	istelaah
تمام	tamaam
انسانی	insaani
مادہ	maadda
نوع	noo
کی	kee
نمائندگی	numayindagi
کرتی	karti
ہے	hai
</s>	</s>
اب	ab
عالمی	aalami
توجہ	tuwajjo
کے	ke
بعد	baad
اس	is
قدرتی	qudrati
ورثے	wirse
کی	kee
حفاظت	hifaazat
کا	ka
منصوبہ	mansooba
تشکیل	tashkeel
دیا	diya
گیا	gaya
ہے	hai
لیکن	lekin
اس	is
سے	se
بھی	bhi
جھیل	jheel
کے	ke
حجم	hajam
میں	mein
قابل	qaabile
قدر	qadr
اضافہ	izaafa
دیکھنے	dekhne
میں	mein
نہیں	nahin
آیا	aaya
</s>	</s>
بے نظیر	benazir
کا	ka
قتل	qatl
اور	aur
U.N	un
کمیشن	commission
رپورٹ	report
</s>	</s>
لالہ	lala
محمد	mohammad
پاشا	pasha
عثمانی	usmani
شہزادوں	shahzadon
کے	ke
اتالیق	ataaleeq
بھی	bhi
تھے	the
جس	jis
وجہ	wajah
سے	se
اُنہیں	unhein
عثمانی	usmani
روایت	riwaayat
کے	ke
مطابق	mutaabiq
لالہ	lala
کا	ka
خطاب	khitaab
دیا	diya
گیا	gaya
تھا	tha
</s>	</s>
یہ	ye
ایک	ek
نامکمل	naamukammal
مضمون	mazmoon
ہے	hai
</s>	</s>
پھر	phir
دریافت	daryaaft
فرمایا	farmaya
کہ	ki
کیا	kya
تمہاری	tumhari
قوم	qaum
میں	mein
کوئی	koi
ایسا	aisa
شخص	shakhs
باقی	baaqi
رہ	rah
گیا	gaya
ہے	hai
</s>	</s>
سیمانچل	seemanchal
میں	mein
آئے	aaye
سیلاب	sailaab
سے	se
پریشان	pareshan
حال	haal
عوام	awaam
کی	kee
بھی	bhi
انہوں	unhon
نے	ne
زبردست	zabardast
خدمت	khidmat
کی	kee
اور	aur
ان	un
تک	tak
ہر	har
ممکن	mumkin
امداد	imdaad
پہنچائی	pahunchayi
گئی	gayi
</s>	</s>
فارس	faras
نیوز	news
انگریزی	angrezi
</s>	</s>
کھانے	khaane
کا	ka
نام	naam
پوچھا	poochha
تو	to
جواب	jawaab
ملا	mila
کہ" دوپیازہ	ki "do pyaza
پلاؤ	pulao
</s>	</s>
جیل	jail
سے	se
ملحقہ	mulahiqa
ایک	ek
سید	syed
گھرانے	gharaane
کی	kee
ایک	ek
سیدانی	syedaani
کو	ko
سرورِ	sarvare
دو	do
عالم	aalam
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
و سلم	wasallam
کی	kee
زیارت	ziyaarat
نصیب	naseeb
ہوئی	hui
</s>	</s>
اے	a
</s>	</s>
میں	main
اسے	ise
بیان	bayaan
نہیں	nahin
کر	kar
سکتی	sakti
</s>	</s>
اسم	isme
معرفہ	muara
</s>	</s>
آپ	aap
کا	ka
نام	naam
شمس الدین	shamsuddin
محمد	mohammad
سبزواری	sabzwari
ہے	hai
جبکہ	jabki
لقب	laqab
شمس الفقراء	shamsul fuqra
ہے	hai
</s>	</s>
محکوم	mahkoom
ملک	mulk
کے	ke
باشندوں	baashindon
کے	ke
سیاسی	siyaasi
آزادی	aazaadi
کے	ke
حقوق	huqooq
</s>	</s>
کوک	coke
سات	saat
روزہ	roza
کراچی	karachi
</s>	</s>
1849ء	1849
میں	mein
گولڈرش	goldrash
اور	aur
مرکزی	markazi
بحرالکاہل	bahrul-kaahil
روڈ	road
کی	kee
تعمیر	taameer
کے	ke
دوران	dauraan
بہت	bahut
سے	e
چینی	cheeni
تارکین	tarikeene
وطن	watan
سستی	sasti
مزدوری	mazdoori
کی	kee
وجہ	wajah
سے	se
کام	kaam
کرنے	karne
لگے	lage
</s>	</s>
زیادہ	zyada
تر	tar
یہ	ye
دوسری	doosri
شخص	shakhs
کی	kee
درخواست	darkhwaast
کے	ke
بعد	baad
ہوتا	hota
ہے	hai
</s>	</s>
علامہ	allama
ذہبی	zahbi
العبر	al-abar
فی	fi
خبر	khabar
من	man
غبر	ghabar
جلد	jild
3	3
صفحہ	safha
181	181
</s>	</s>
سید	syed
اشرف	ashraf
علی	ali
دو	do
سال	saal
تک	tak
اس	is
خدمت	khidmat
پر	par
فائز	faayez
رہے	rahe
</s>	</s>
بدر	badar
منیر	maneer
</s>	</s>
کور	kor
بہ	ba
چشمی	chashmi
کہ	ki
لذت	lazzat
گیر	geer
دیداری	deedari
نشد	nashad
</s>	</s>
کیتھی	kethi
کی	kee
ابتدا	ibteda
کھیتان	khetaan
نامی	naami
لسانی	lisaani
گروہ	giroh
سے	se
ہوئی	hui
جو	jo
شمالی	shumaali
چین	china
کے	ke
اکثر	aksar
حصے	hisse
پر	par
لیاؤ	liao
بادشاہت	baadshaahat
کے	ke
طور	taur
پر	par
حکومت	hukoomat
کرچکا	kar chuka
ہے	hai
</s>	</s>
ان	in
کے	ke
علاوہ	alaawah
کچھ	kuchh
نر	nar
اور	aur
ایک	ek
یا	ya
ایک	ek
سے	se
زیادہ	zyada
رانیاں	raaniyaan
ہوتی	hoti
ہیں	hain
</s>	</s>
سمرقند	samarqand
</s>	</s>
بعد	baad
میں	mein
استعفی	istafa
دے	de
کر	kar
دوبارہ	dobarah
وکالت	wakaalat
شروع	shuroo
کی	kee
</s>	</s>
اس	us
کا	ka
کردارڈرامے	kirdaar drame
کے	ke
وسط	wast
تک	tak
ہے	hai
</s>	</s>
ان	un
کی	kee
اداکاری	adaakaari
اور	aur
صداکاری	sadaakaari
دونوں	donon
اپنی	apni
مثال	misaal
آپ	aap
رہے	rahe
</s>	</s>
جب	jab
کہ	ki
اس	us
کے	ke
ماہرین	maahireen
ماہرین	maahireene
رضویات	rizviyaat
کہلاتے	kahlaate
ہیں	hain
</s>	</s>
ابوسفیان	abu sufiyan
جب	jab
اپنے	apne
قافلے	qaafle
کو	ko
بچا	bacha
کر	kar
نکل	nikal
گیا	gaya
تو	to
اس	us
نے	ne
پیغام	paighaam
بھیجا	bheja
کہ	ki
جنگ	jung
کیے	kiye
بغیر	baghair
واپس	waapas
لوٹ	laut
آؤ	aao
لیکن	lekin
ابوجہل	abu jahal
نہ	na
مانا	maana
