ஒரு நட்சத்திரத்தின் நகர்வைக் கண்டறிவது என்பது நுட்பமான அறிவியல் ஆகும்.	8	Oru natchchaththiraththin nagarvai kandarivathu enbathu nutpamaana ariviyal aagum.	8			
தொல்காப்பியம் அகத்திணையியல் 30 ஆம் நூற்பா உரையில் நச்சினார்க்கினியார் இதனைக் குறிப்பிட்டாள்ளார்.	9	Tholkaappiyam akaththinaiyiyal 30 aam noorpaa uraiyil nachchinaarkkiniyaar ithanai kurippittullaaar.	9			
வேரா உரூபின்	2	Vaera urubin.	2			
தற்போதைய முதல்வர் செ.	3	Tharpothaiya muthalvar se.	3	செ - incomplete word		
ஏர்க்கலப்பை கொண்டு நிலத்தில் உழும் போது ஏற்படும் சால் உழவின் வடிவையும் ஒத்தது.	10	Aerkkalappai kondu nilaththil uzhum pothu aerpadum saal uzhavin vadivaiyum oththaathu.	10			
இந்நூலில் அவர், குறிப்பிட்ட இடங்களில் சிறப்புத் தொழிற்சலைகள் நெருக்கமாக அமைந்திருத்தலைக் கொத்தமைப்பு எனவும் அவை தொழில்துறை மாவட்டங்களெனவும் குறிப்பிட்டுள்ளார்.	14	Innool ivar, kurippitta idangkalil sirappu tholirsaalaikal nerukkamaaka amainthiruththalai koththamaippu enavum avai thozhithurai maavattangkalenavum kurippittullaar.	14			
அனுஷ்கா செட்டி	2	Anushka Shetty	2			
இப்பட்டியல், உள்ளூர் பெயர்களைக் கொண்டு உருவாக்கப்படவில்லை.	5	Ippattiyal ulloor peyarkalai kondu uruvaakkappadavillai.	5			
1889-1890 ஆண்டுகளில், தென்னாப்பிரிக்க முதல்தர துடுப்பாட்டப் உறுப்பினராக முதல்தர துடுப்பாட்டப் போட்டிகளில் பங்குகொண்டார்.	10	1889-1890 aandukalil, thennaappirikka muthalthara thuduppaatta uruppinaraaka muthalthara thuduppaaatta pottikalil pangkukondaar.	10			
எனினும் இவற்றின் மூச்சுத்தொகுதி இனத்துக்கினம் வேறுபடுகின்றது.	5	Eninum ivatril moochchithoguthi inaththukkinam vaerupadukinrathu.	5			
எட்டி சாயலன் என்பவர் ஒரு சமணத் துறவி.	6	Etti saayalan enbavar oru samana thuravi.	6			
பிறகு அவர் சியசின் கருவை வயிற்றில் சுமப்பது பற்றி அறிந்த எரா கோபம் கொண்டார்.	11	Piragu avar sisiyan karuvai vaitril sumappathu patri arintha aera kobam kondaar.	11			
சீனாவின் கூபெய் மாகாணத்தில் 2,800-ஆண்டுகள் பழமையான கல்லறை ஒன்றை தொல்லியலாளர்கள் கண்டுபிடித்துள்ளனர். (ஏன்சென்ட் ஒரிஜின்சு)	11	Chinavin cubei maakaanaththil 2,800-aaandukal pazhamaiyaana kallarai ondrai tholliyaalarkal kandupidiththullanar. (Ancent originals)	11			
பைதகரசின் மும்மைகளில் செம்பக்கத்திற்கான மிகச் சிறிய பெறுமானம் ஐந்து ஆகும்.	8	paithakarasin mummaikalil sembakkaththirkaana mika siriya perumaanam ainthu aagum.	8			
இங்கே தாவர உயிரணுக்கள் போலன்றி ஒரு குறிப்பிட்டளவு அமுக்கத்தை விட அதிகரிக்கும்போது, உயிரணுக்கள் வெடிக்கின்றன.	11	Ingae thaavara uyiranukkal polindri oru kurippittalavu amukkaththai vida athikarikkumpoethu, uyiranukkal vedikkindrana.	11			
வாட் ஈஸ் மெகாபுராஜெக்ட்	3	What is megaproject	3			
விரல் நுனியில் உயிர்	3	Viral nuniyil uyir	3			
சாரா எல்லன் ஆர்டிங்	3	Sara ellen arting	3			
ராய் சாஹேப்பாக ஓம் பூரி	4	Roy sahepaga om poori	4			
இருந்த போதிலும் ப்ளுடர்ச் அலெக்ஸாண்டர் ரோக்ஷனாவிடம் மதிமயங்கியதாக குறிப்பிடுகிறார்.	7	Iruntha pothilum pluter alexander roshanavidam mathimayangkiyathaaka kurippidukiraar.	7			
இவர் உத்தரப் பிரதேசத்தில் மூன்று முறையும், உத்தரகாண்ட்டில் ஒரு முறையும் முதலமைச்சராக பதவி வகித்துள்ளார்.	11	Ivar uttar pradesaththil moondru muraiyum, uttarkhandil oru muraiyum muthalamaichcharaaga pathavi vagiththullaar.	11			
இன்று பிராகா என்று அழைக்கப்படும் பிராக்காரா ஆகசுத்தா என்பது இதன் தலைநகரமாக இருந்தது.	10	Indru praga endru azzhaikkappadum piraakkararaa aagasuththaa enbathu ithan thalainagaramaaga irunthathu.	10			
காரிகை என்பது பெண்ணைக் குறிக்கிறது.	4	Kaagikai enbathu pennai kurikkirathu.	4			
இங்கு தான் கலைநயம் மிக்க கேசவர் கோயில் அமைந்துள்ளது.	7	Ingku thaan kalainayam mikka kaesavar koyil amainthullathu.	7			
தித்தன் வெளியன் என்னும் சங்க காலச் சோழ மன்னன் புகார் நகரத்தை அடுத்திருந்த கானலம்பெருந்துறையில் இருந்துகொண்டு ஆட்சி புரிகையில் மரக்கலம் செலுத்திக் கடல்வாணிகம் செய்து பெருஞ்செல்வத்துடன் மீண்டிருக்கிறான்.	20	Siththan veliyan ennum sangka kaala soozha mannan pukaar nagaraththai aduththiruntha kaanalamperunthuraiyil irunthukondu aatchi purikaiyil marakkalam seluththi kadalvaanigam seythu perunjselvaththudan meendirukkiraan.	20			
பிசான்சிய கிறித்தவக் கலைப் பாணியில் மனித உருவம் சமயம் சார்ந்த பொருளைக் குறிக்கும் விதத்தில் மாற்றமடைந்தது.	12	Pisaansiya kiriththava kalai paaniyil manitha uruvam samayam saarntha porulai kurikkum vithaththil maatramadainthathu.	12			
பிரித்தானிய இலங்கையில் வன்னிப் பகுதி தனியான ஆட்சியாளரிடம் ஒப்படைக்கப்பட்டது.	7	Britania ilangkalaiyil vanni paguthi thaniyaana aatchiyaalaridam oppadaikkappattathu.	7			
இவர் 1993 ஆண்டுகளில், சிம்பாப்வே தேசிய அணி உறுப்பினராக தேர்வுத் துடுப்பாட்டப் போட்டிகளிலும் பங்குகொண்டார்.	11	Ivar 1993 aandukalil zimbabwe thaesiya ani uruppinaraaga thaervu thuduppaatta poettikalilum pangkukondaar.	11			
இக்கருவி தமிழ் விக்கிப்பீடியாவில் பயன்படுத்தப்பட்ட கூகுள் தமிழாக்கக் கருவியைப் போன்றதேயாகும்.	8	Ikkaruvi thamizh wikipediavil payanpaduththappatta google thamizhaakka karuviyai poendrathaeyaakum.	8			
பாலா- முனிகுட்டனின் நன்பன் சிவா	4	Bala- manikuttanin nanban siva	4			
இப்போது அரிமளம் என வழங்குகிறது.	4	Ippothu arimalam ena vazhangkukirathu.	4			
2015 ஆம் ஆண்டு திருவாரூர் நகரில் நடைபெற்ற தேசிய முதல்நிலை சதுரங்க சாம்பியன் போட்டியில் இவருடன் இணையாக 8.5 புள்ளிகள் பெற்ற விதித் சந்தோசு குசராத்தியை சமன்முறிவு போட்டியில் வென்றார் .	23	2015 aam aandu tiruvarur nakaril nadaipetra thaesiya muthalnilai sathurangka champion poettiyil iruvarudan inaiyaaka 8.5 pullikal petra vithi santosu kusaraaththiyai samanmurivu poettiyil vendraar.	22	Word count is not matching due to difference of spacing in Tamil and Latin text.		
ஆனால் ஒரு முனிவரும் பிரம்ம வித்தை என்ற பிரம்மக் ஞானத்தை விளக்க முன் வராத நிலையில், மகரிசி யாக்யவல்கியர் பிரம்ம ஞானத்தை சனகர் உள்ளிட்ட முனிவர்களுக்கு எடுத்துக் கூறினார்.	21	Aanaal oru munivarum biramma viththai endra biramma njyaanaththai vilakka mun varaatha nilaiyil makarisi yakyavalkiyar biramma njyaanaththai sanakar ullitta munivarkalukku eduththu koorinar.	21			
இந்தியாவில் புல்வெளி பகுதிகள் நீலகிரியிலும் காசி மலையிலும் நாகமலையிலும் காணப்படுகின்றன.	8	Indiavil pulveli paguthikal niligiriyilum kaasi malaiyilum naagamalaiyilum kaanappadukindrana.	8			
அதிகாரி	1	Athikaari.	1			
இறைவன் வீதி உலா எழுந்தருளும் பொழுது மல்லாரியை இசைப்பர்.	7	Iraivan veethi ulaa ezhunthurulum pozhuthu mallaariyai isaippar.	7			
வண்டலூர் அறிஞர் அண்ணா உயிரியல் பூங்கா அருகில் அமைந்துள்ள சீதக்காதி ஜி.	9	Vandalur arinjar anna uyiriyal poonga arugil amainthulla seethakkaathi ji.	9			
பெப்ரவரி 16 - கொழும்பை டச்சுக்களிடம் இருந்து பிரித்தானியர் கைப்பற்றினர். இலங்கையை மதராசில் இருந்து ஆட்சி புரியத் தொடங்கினர்.	14	February 16 - kozhuppai taccukkalidaam irunthu brittaniyar kaippatrinar. Ilangkaiyai matharaaasil irunthu aatchi puriya thodangkinar.	14			
நில வாகனங்கள்	2	Nila vaaganangkal.	2			
அந்த சுத்தியல்கள் மீண்டும் அதனதன் இடத்திற்கு வருவதன் மூலம் அந்த உருக்குக் கம்பிகளை தொடர்ந்து அதிர்வுறச்செய்கிறது.	12	Antha suththiyalkal meendum athanathan idaththirku varuvathan moolam antha urukku kambikalai thodarnthu athirvurachseykirathu.	12			
சைக்ளோபென்டாடையீனுடன் சைக்ளோபுரோப்பீன் டையீல்சு-ஆல்டர் வினையில் ஈடுபட்டு என்டோ-டிரைசைக்ளோ[3.2.1.02,4]ஆக்ட்-6-யீனைக் கொடுக்கிறது. இவ்வினையே சைக்ளோபுரோப்பீனின் இருப்பை அறிய உதவும் சோதனையாக உள்ளது.	14	Cyclophendyenudan cyclophrophyne diyeelsu-Aaldar vinaiyil iidupattu endo-tricyclo[3.2.1.02,4]act-6-eenai kodukkirathu. Ivvinaiyae cycliphrophylene iruppai ariya uthavum sothanaiyaaka ullathu.	14			
இதன் மூலம், பதவிக்கு வருபவர்கள் ஒரு குழுவாகத் தேர்ந்தெடுக்கப்பட்டனர்.	7	Ithan moolam, pathavikku varvabavarkal oru kuzhuvaaaga thaernthedukkappaattanar.	7			
நண்டுச் சங்கம்	2	Nandu sangam.	2			
ஆனால், பெண்ணிய இயக்கங்கள் முயன்றும் இந்த நிலையைக் களைய முடியவில்லை.	8	Aanaal, penniya iyakkangkal muyandrum intha nilaiyai kalaiya mudiyavillai.	8			
அதனால் மற்ற இராணுவ வீரர்கள் இவரை மிக மோசமாகத் தாக்கினர்.	8	athanaal matra raanuva veerarkal ivarai miga moosamaaaka thaakkinar.	8			
இந்தியப் பெருங்கூட்டணிகள் காற்பந்தாட்டப் போட்டி 2015 அல்லது இந்திய சூப்பர் லீக் 2015 என்பது இரண்டாம் வருடமாக நடைபெற்ற இந்தியப் பெருங்கூட்டணிகள் காற்பந்தாட்டப் போட்டித் தொடர் ஆகும்.	20	India perungkoottanikal kaalpanthaatta poetti 2015 allathu india super league 2015 enbathu irandaam varudamaaka nadaipetra india perungkoottanikal kaalpanthaatta poetti thodar aagum.	20	(கால்பந்தாட்டம்) காற்பந்தாட்டப்		
சூழலுக்கும் அங்கே வாழுகின்ற உயிரினங்களுக்கும் கேடு விளைவிக்கக்கூடியவையின் சேர்க்கையினால் சூழற் சமநிலை பாதிக்கப்படும்.	10	soozhalukkum angkae vaazhukindra uyirinangkalukkum kaedu vilaivikkakkoodiyavaiyin saerkkaiyinaal soozhar samanilai baathikkappadum.	10			
ஐயனார் கோவில்	2	Iyyanar koyil.	2			
சிறந்த அசைவூட்டத் திரைப்படத்திற்கான அகாதமி விருது	5	Sirantha asaivoota thiraippadaththirkkaaana academy viruthu	5			
ஜம்புசர்	1	Jambusar.	1			
பேரன்ட்சு கடலின் தெற்கே கோலா மூவலந்தீவும் மேற்கில் நோர்வீயக் கடலின் திட்டு விளிம்பும், வடமேற்கில் சுவல்பார்டு தீவுக் கூட்டங்களும், வடகிழக்கில் பிரான்சு யோசஃப் நிலமும் கிழக்கில் நோவயா செம்லியாவும் உள்ளன.	22	Parentsu kadalil therkae koelaaa mulantheevum maerkil norveeya kadalin thittu vilimbum, vadamaerkil suvalpaardu theevu koottangkalum vadakizhakkil france yoseph nilamum kizhakkil novayaa semliyaavum ullana.	22			
எழுமலை பேரூராட்சி	2	ezhumalai perooraatchi	2			
யுனைடெட் பாங்க் ஆப் இந்தியா	4	united bank of indhiya	4			
முதலில் இவருக்குக் குலத் தெய்வமான காமாட்சியின் பெயரையே முதலில் சூட்டினார்கள்.	8	muthalil ivarukku kula theivamaana kaamaatchiyin peyaraiye muthalil soottinaargal.	8			
பொருளுடனான அதன் தாக்கம் நகரும் திரவத்தை ஒரு நகராத நிலைக்குக் கொண்டு வரும்போது அந்த பொருளுக்கு முன், அப்பாய்மம் தேக்க அழுத்தத்தை ஏற்படுத்துகிறது.	17	poruloodanaana athan thaakkam nagarum thiravathai oru nagaraatha nilaikku kondu varumpothu antha porullukku mun, appaaimam thekka azhuthathai yerpaduthukirathu.	17			
மேற்கூறப்பட்டுள்ள சொற்களுக்கு இணையான ஆங்கிலச் சொற்கள் இலத்தீன் மொழியிலிருந்து பெறப்பட்டவையாகும்.	8	merkoorappattulla sorkallukku inaiyaana aangila sorkal latin mozhiyilirunthu perappattavaiyaagum.	8			
'நண்பன்' இராமசாமி	2	Nanban' Ramasamy	2			
மேலும் ஜால்-திரிதால், பாஷ்டோ போன்ற புதிய தாளங்களையும் அறிமுகப்படுத்தினார்.	7	meylem jaal-thirithaal, bashto pondra puthiya thalangalaiyum arimugappaduthinaar.	7			
அதர்வண வேதம்	2	Atharvana vedham	2			
பந்தி மேற்பார்வையாளர் திராட்சை இரசமாய் மாறியிருந்த தண்ணீரைச் சுவைத்தார்.	7	panthu merpaarvaiyaalar thiratchai rasamaai maariyiruntha thaneerai suvaithaar.	7			
அறப்போர் (ஆவண நிகழ்படம்)	3	Arapoar (Aavana Nhigazhpadam)	3			
இருப்பினும் இந்த சுழலியை புழைவாயின் கழுத்தில் அமைப்பது கத்திகள் அவற்றின் முனைகளில் ஏற்கப்படுவதற்கு உதவுகிறது (இவ்வகையில் ஹைட்ரோடைனமிக் உந்துவிசையினால் ஏற்படும் வளைவு	16	iruppinum intha suzhaliyai puzhaivaayin kazhuththil amaippathu kathikal avattrin munaikalil yerkappaduvatharkku udhavukirathu (ivvagaiyil hydrodynamic undhuvisaiyinaal yerpadum vilaivu	16			
அழுத்தம் குறைக்கப்படுகிறது) புழைவாயிலிலான பெரிய அளவிற்கான இரும்பின் நிதிசார் தாக்கம் எந்த ஒரு ஆற்றல் செலவின கணக்கீடுகளிலிருந்தும் தவிர்க்கப்பட இயலாதது.	15	azhutham kuraikkappadukirathu) puzhaivaayilaana periya alavirkaana irumbin nidhisaar thaakkam endha oru aattral selavina kanakeedukalilirunthum thavirkkappada iyalaathu.	15			
கொரிவிமாகுலபள்ளி	1	korivimaakulapalli	1			
உரிமையாளர் மற்றும் பொது ஒப்பந்ததாரர் இடையே கட்டுமானத்துக்கான ஒப்பந்தம் கையெழுத்தானவுடன், எல்லா உரிமையளித்தல்களும் பெறப்பட்டவுடன் மற்றும் பொது ஒப்பந்ததாரரிடமிருந்து எல்லா கட்டுமானத்துக்கு முன்னரான வழங்கப்படல்கள் பெறப்பட்டவுடன், கட்டுமான மேற்பார்வையாளர், கட்டுமானத்தைத் தொடங்கலாம் என்னும் ஆணையை அளிக்கிறார்;	26	urimaiyaalar mattrum pothu oppanthathaarar idaiye kattumaanathukkaana oppantham kaiyeluthaanavudan, ella urimaiyalithalkalum perappattavudan mattrum pothu oppanthathaararidamirunthu ella kattumaanathukku munnaraana vazhangappadalkal perappattavudan kattumaana merpaarvaiyaalar, kattumaanathai thodangalaam ennum aanaiyai alikiraar.	26			
இத்தீவின் பிற குறிப்பிடத்தக்க கடற்கரைகள் வடகிழக்கில் உள்ள யானை கடற்கரை, மற்றும் விஜயநகரக் கடற்கரை, காலாபத்தர் கடற்கரை போன்றவை ஆகும்.	15	iththeevin pira kurippidaththakka kadarkaraikal vadakilakil ula yaanai kadarkirai, mattrum vijayanagara kadarkarai, kaalaapathar kadarkarai pondaravai aagum.	15			
மூளைக்குள் சுற்றுலா	2	moolaikkul suttrulaa	2			
இராமலிங்கம் பிள்ளை இருந்தபொழுது அவரின் உதவியாளராக இருந்தார்.	6	Ramalingam pillai irunthapozhuthu avarin uthaviyaalaraaga irunthaar.	6			
இன்று பல அமெரிக்க இந்தியர்கள், சிறப்பாக மேற்படி ஐந்து இனங்கள் தவிர்ந்த ஏனையோர் ஐந்து நாகரிகமுற்ற பழங்குடிகள் என்னும் பெயர் இனவாதத் தன்மை கொண்டது என எண்ணுகின்றனர்.	20	indru pala america indhiyargal, sirappaga merpadi ainthu inangal thavirntha yaenaiyoar ainthu naagarikamuttra pazhangudikal ennum peyar inavaatha thanmai kondathu ena ennukinranar.	20			
சமய நூல்கள் இதனை இறைவனடி சேர்தல் எனக் குறிப்பிடுகின்றன.	7	samaya noolgal ithanai iraivanadi serthal ena kurippudukinranar.	7			
ஹையான் புயல் கரையைக் கடந்தபோது, இப்புயலின் மையப்பகுதியில் மணிக்கு 235 கி.	9	haiyaan puyal karaiyai kadanthapothu, ippuyalin maiyappaguthiyil manikku 235 km.	9	கி - incomplete word		
புலி கயிற்றைப் பிடிக்காமல் தாண்ட வேண்டும்.	5	puli kayittrai pidikaamal thaanda vendum.	5			
பாதுகாப்பை அதிகரிப்பதற்காக அந்த அட்டையில் லேசர் மூலம் பொறிக்கப்பட்ட புகைப்படங்கள் மற்றும் ஹாலோகிராம்களும் இருக்கும்.	11	paathukaappai athigarippatharkaaga antha attaiyil laser moolam porikkappatta pugaipadangal mattrum hologramkalum irukkum.	11			
ஆர்சனல் அணி 2014, 2015-ஆம் ஆண்டுகளில் பாரம்பரியமிக்க எஃப் ஏ கோப்பையை வெல்ல உதவினார்.	11	arsenal aani 2014, 2015-aam aandukalil paarampariyamikka F A koppai vella uthavinaar.	11			
வேளான்மை மற்றும் உற்பத்தி துறையில் உயர்த்தி என்பது சேமிப்பு கிடங்கினுள் (களஞ்சியத்தினுள்) பொருட்களை தொடர்ந்து எடுத்து செல்லும் ஒரு கருவியை குறிக்கும்.	16	velaanmai mattrum urpathi thuraiyil uyarithi enpathu seymippu kidanginul (kalanchiyathinul) porutkalai thondarnthu edukka sellum oru karuviyai kurikkum.	16			
குறிப்பாக இராசத்தான் மாநிலத்திலுள்ள சூரத்கார், மத்தியப் பிரதேசத்திலுள்ள போபால், உத்தராகண்டத்திலுள்ள தர்சுலா, கருநாடகத்திலுள்ள பெல்காம், அசாமிலுள்ள சில்சர், மற்றும் தெலுங்கானாவிலுள்ள சிக்கந்தராபாத் போன்ற நகரங்களில் வாழ்ந்துள்ளார்.	19	kurippaga rajasthan maanilathilulla suratkaar, madhya pradeshathilulla bhopal, uttrakaandilulla darsula, karunaadagathilulla belgam, assamilulla silsar, mattrum telanganavilulla sikkandrabaath pondra nagarankalil vaazhnthullaar.	19			
பொருள் இல கூறல், மயங்கக் கூறல்,	5	porul ila kooral, mayanga kooral,	5			
இதே போன்று சில தாவரங்களில் நீல ஒளி மற்றும் புற ஊதாக் கதிர்A ஆகியவற்றை ஈர்க்கும் தன்மை கொண்ட கிரிப்டோகுரோம் என்ற புரதமும் காணப்படுகிறது.	18	ithey pondru sila thaavarngalil neela oli mattru pura oothaa kathir A aakiyavattrai eerkum thanmai konda cryptogram endra purathamum kaanappadukirathu.	19	ஊதாக் கதிர்A = ஊதாக் கதிர் A		
பிபிசி தொலைக்காட்சித் தொடர் ஒன்றில் தி கேஸ் ஆஃப் பெர்முடா டிரையாங்கிள் என்னும் அத்தியாயத்தில் இது குறித்து மிகவும் காட்டமாக விமர்சிக்கப்பட்டது.	16	BBC tholaikkaatchi thodar ondril the case of bermuda triangle ennum athiyaayathil ithu kurithu migavum kaattamaaga vimarsikkappattathu.	16			
திரைக்கதையை உதயகிருஷ்ணா எழுதியுள்ளார்.	3	thiraikathaiyai udhyakrishna ezhuthiyullaar.	3			
உலகப் பொருளாதார அமைப்பின் ஒருங்கிணைப்பு அநேகமாக சீர்குலைந்து விட்டது எனவும், இந்த நெருக்கடிக்குச் சாத்தியமான தீர்வு ஏதும் உடனடியாக எதிர்காலத்தில் இல்லை எனவும் 2009ஆம் வருடம் ஃபிப்ரவரி மாதம் ஜார்ஜ் சொரெஸ் கூறினார்.	24	ulaga porulaathaara amaippin orunginaippu anegamaaga seerkulainthu vittathu enavum, intha nerukkadikku saathiyamaana theervu yethum udanadiyaaga yethirkaalathil illai enavum 2009aam varudam febraury maatham george sores koorinaar.	24			
வேலை ஏதுமின்றி அடுத்த ஐந்து ஆண்டுகளை அரை ஊதியத்தில் ,இங்கிலாந்திற்குத் திரும்பி தனது மணமகளோடு கழித்தார் .	13	velai yethumindri aduthu ainthu aandukalai arai oothiyathul ,englathirku thirumbi thanathu manamagalodu kazhithaar.	12	Source count is wrong		
ஒரேதளஅமைவு கொண்ட நான்கு புள்ளிகளால் ஆன நான்முகியின் கனஅளவு பூச்சியமாகும்.	8	oreythalamaivu konda naangu pullikalaal aana naanmugiyin kanaalavu poochiyamaagum.	8	கனஅளவு (கன அளவு)		
பிரதாப்பும் விஜி மனம்மாறுவாள் என காத்திருக்கிறான்.	5	pirathaappum viji manamaaruvaal ena kaathirukkiraan.	5			
வட்டார வரலாற்றுத் துறையில் பெரிதும் ஈடுபட்டுப் பல நூல்களை உருவாக்கி உள்ளார்.	9	vattaara varalaatru thuraiyil perithum edupattu pala noolkalai uruvaakki ullaar.	9			
இத்திரைப்படத்தில் நான்கு பாடல்கள் உள்ளன.	4	iththiraipadathil naangu paadalgal ullana.	4			
திருநெல்வேலி மாவட்ட நிர்வாகம், புத்தகப் பதிப்பாளர் மற்றும் வெளியீட்டாளர்கள் சங்கம், நேஷனல் புக் டிரஸ்ட் இணைந்த தமிழ் வளர்ச்சிப் பண்பாட்டு மையம் ஆகியவை இணைந்து இப்புத்தகத் திருவிழாவை நடத்துகிறது.	21	thirunelveli maavatta nirvagam, puthaga pathippaalar mattrum veliyeetalargal sangam, national book trust inaitha thamizh valarchi panpaattu maiyam aagiyavai inaithu ipputhaga thirivizhavai nadathukirathu.	21			
இவர் கவிஞர் கு.	3	ivar kavingar ku.	3	கு - incomplete word		
சந்தைப் பகுதியில் மனித உடல்கள் சிதறிக் கிடந்ததாக மனித உரிமை செயற்பாட்டாளர்கள் தெரிவித்தனர்.	10	santhai paguthiyil manitha udalkal sithari kidanthathaaga manitha urimai seyarpaattaalargal therivithanar.	10			
188/1, பண்டாநாயக்க மாவத்தை, கேகாலை இல் வசிக்கும் இவர் பௌத்தமதத்தைச் சேர்ந்தவர்.	9	188/1, pandanaayakka maavathai, keykaalai il vasikkum ivar bowthamathathai sernthavar.	9			
ஏவா அகுனெர்ட் உரோகுல்ப்சு	3	yeva agunert ureygulpsu	3			
பஞ்சாப் மாநில கூட்டுறவு வங்கி லி.	5	punjab maanila kooturavu vangi limited.	5	லி - incomplete word		
இருமுக சுழற்சி (Dual Cycle) என்பது அழுத்த மற்றும் பரும எரிபற்றல் முன் பின்னியக்க உந்துதண்டு உள் எரி பொறியில் பயன்படும் ஒர் வெப்பஇயக்கச் சுழற்சி ஆகும்.	20	irumuga soolarchi (Dual cycle) enpathu azhutha mattrum paruma eripattral mun pinniyakka unthuthandu ul eri poriyil payanpadum ore veppaiyakka sularchi aakum.	20			
நிழற்பட கல்லச்சக்கலை என்ற முறையைப் பயன்படுத்தி பிளாஸ்டிக் தகடுகளிலும் புவிப்படங்கள் வரையப்பட்டன.	9	nilarpada kallachakalai endra muraiyai payanpaduthi pilastic thagadukalil puvipadangal varaiyappattana.	9			
அலாய் – சிலிக்கான் வெண்கல, இன்கொனல், மோனல், மற்றும் ஹேஸ்டலாய்	8	aloy - silicon vengala, inkonal, monal mattrum hestaloy	8			
மாவட்டத்திலிருந்து ஆறு பங்குகள் இணைந்து ஒரு நிர்வாகப் பிரிவாக பரி.	8	maavattathilirunthu aaru pangukal inaithu oru nirvaaga pirivaaga pari.	8			
பேரியம் மற்றும் கார உலோகங்களைப் போல ரேடியம் சாதாரண வெப்ப நிலை மற்றும் அழுத்தத்தில் பொருள் மைய கனசதுர வடிவில் படிகமாகிறது.	16	Berium mattrum kaara ulokangalai pola radium saathaarana veppa nilai mattrum azhuthathil porum maiya kanasathura vadivil padikamaagirathu.	16			
மலேசியாவில் பெல்டா, பெல்க்ரா திட்டங்களை அறிமுகப்படுத்தியவர்.	5	malaysiyavil belda, belkra thittangalai arimugappadithiyavar.	5			
2 இன் வர்க்கமூலமே, முதன்முதலாக விகிதமுறா எண் என்று நிறுவப்பட்ட எண் ஆகும்.	10	2 in vargamoolamey, muthanmuthalaaga vigithamuraa en endru niruvappatta en aagum.	10			
பனிக்கட்டி விழுதுப் பாறைகளைவிட பனிக்கட்டி புற்றுப் பாறைகள் பரவலாக காணப்படுகின்றன.	8	panikkati vizhuthu paaraikalaivida panikkatti puttru paaraikal paravalaaga kaanappadukinrana.	8			
1230ல் ஜின் அரசமரபினருக்கு எதிரான போர் மீண்டும் ஆரம்பித்தார்.	7	1230il jin arasamarapinarukku ethiraaga pore meendum aarampithanar.	7			
ஆனால் தீவிரமான பக்தரான அதிபத்தர் அதனையும் சிவபெருமானுக்கே அர்ப்பணம் செய்தார்.	8	aanaal theerveramaana paktharaana athipakthar athanaiyum sivapermaanukkey arpanam seythaar.	8			
ஹிமாசல் பிரதேசம் மாநில கூட்டுறவு வங்கி லி.	6	Himachal Pradesam maanila kooturavu vangi limited.	6	லி - incomplete word		
போரில் எனக்கெதிராக நின்று போரிட்டு உயிருடன் திரும்பியோர் எவருமில்லை; ஆகவே எனக்கு அஞ்சியவர்கள் அச்சமில்லாமல் திரும்பிப் போய்விடலாம்.	13	poril enakethiraaga nindru porittu uyirudan thirumbiyore yavarumillai; aagavey enakku anjiyavargal achamillamal thirumbi poyividalaam.	13			
வள்ளிக் குன்றத்து வண்டு தெய்வானையின் கொண்டையிலிருந்த பூவைத் தாக்கியது.	7	valli kundrathu vandu theyvaanaiyin kondaiyiliruntha poovai thaakiyathu.	7			
இது டிரைகிளிசரைடுகளை கொழுப்பிழையங்களிலிருந்து வெளியேற்றவும் தசைத்திசுக்களில் உள்ள அமினோ அமிலங்களை உடைக்கவும் தூண்டுகிறது.	10	idi triglysaidukalai kozhupizhaiyangalilirunthu veliyettravum thasaithisukalil ulla amino aminangalai udaikkavum thoondukirathu.	10			
சிவபெருமானிடம் இருந்து ஜனகருக்கு கிடைக்கப்பெற்ற சிவதனுசில் எந்த மன்னர் நாண் பூட்டுகின்றாரே, அவருக்கே சீதை என்று அறிவித்தார் ஜனகர்.	14	Sivaperumaanidam irunthu janagarukku kidaikkappettra sivathanusil entha mannar naan pootukindraro, avarukkey seethai endru arivithaar janagar.	14			
மீ உயரத்திற்கு வெட்டிய தீவனத்தை போட்டு அதன் மீது வெல்லப்பாகு மற்றும் சாப்பாட்டு உப்பு 1 சதம் தெளிக்க வேண்டும் .	16	mee uyarathirkku vettiya theevanathai pottu athan meethu vellapaagu mattrum saappaattu uppu 1 satham thelikka vendum .	16	மீ - incomplete word		
பிட்டங்கொற்றன்	1	pittangkondran	1			
ஞானக்கண்ணன், கடல், சந்திரன் போன்ற புனைப்பெயர்களில் அறியப்பட்டவரான இவர், ஒரு விளம்பரப் பொறுப்பதிகாரியாவார்.	10	nyanakannan, kadal, chandiran pondra punaipeyarkalil ariyappattavaraana ivar, oru vilambara poruppathikaariyaavaar.	10			
இந்துமத சீர்திருத்த இயக்கங்கள் என்பவை இந்து மதத்தில் காலத்தால் மறைந்து போன பழக்க வழக்கங்களை மீண்டும் அறிமுகம் செய்யவும், மீளுருவாக்கம் செய்யவும் தோற்றுவிக்கப்பெற்ற இயக்கங்களாகும்.	18	indhumatha seerthirutha iyyakangal enpavai indhu mathathil kaalathaal marainthu pona pazha vazakkangalai meendum arimugam seyyavum, meeluruvaakkam seyyavum thottruvikkappettra iyyakangalaakum.	18			
