മികച്ച	mikacha
മാതൃകകളാണ്	mathrukakalanu
</s>	</s>
അന്നെ	anne
ബർക്കെ	burke
ജീവിതകാലം	jeevithakalam
1780-1805	1780-1805
ഒരു	oru
ഐറിഷ്	irish
നോവലിസ്റ്റായിരുന്നു	novelistayirunnu
ഗോഥിക്	gothic
സാഹിത്യത്തിലെ	sahithyathile
ആദ്യകാല	adhyakala
എഴുത്തുകാരിൽ	yezhuthukaril
പ്രധാനിയായിരുന്നു	pradhaniyayirunnu
അവർ	avar
</s>	</s>
പന്തലിന്റെ	panthalinte
കന്നിഭാഗത്തായി	kannibhagathayi
ചെളി	cheli
കൊണ്ട്	kondu
ദൈവത്തറ	daiwathara
ഉണ്ടാക്കണം	undakkanom
</s>	</s>
തീവ്രമായ	theevramaya
അതിസാരമാണ്	athisaaramaanu
കോളറയുടെ	cholerayude
മുഖ്യ	mukhya
ലക്ഷണം	lakshanam
</s>	</s>
എഡിറ്റോറിയലുകളായും	editorialukalayum
നിരൂപണങ്ങളായും	niroopanangalayum
പ്രസിദ്ധീകരിച്ചതും	prasidheekarichathum
അഭിമുഖങ്ങളുടെ	abhimukhangalude
എഴുത്തുരൂപങ്ങളുമായ	yezhuthuroopangalumaya
ചെറുലേഖനങ്ങളുടെ	cherulekhanangalude
ശേഖരമാണ്	shekharamanu
ഈ	ee
പുസ്തകം	pusthakam
</s>	</s>
മാർപ്പാപ്പായെ	marpappaye
പിന്തുടരാൻ	pinthudaran
ജർമ്മനിയിലെ	germanyile
സ്പെയറിൽ	speyeril
നിന്നു	ninnum
തിരിച്ചു	thirichu
തെക്കോട്ടു	thekkottu
യാത്ര	yathra
ചെയ്ത	cheytha
ഹെൻറി	henry
അവിടങ്ങളിൽ	avidengalil
തന്റെ	thante
നില	nila
പരുങ്ങലിലായിരിക്കുന്നതു	parungalilayirikkunnathu
തിരിച്ചറിഞ്ഞു	thiricharinju
</s>	</s>
മറ്റു	mattu
കോടതികൾക്കുള്ള	kodathikalkulla
എല്ലാ	yella
അധികാരങ്ങളും	adhikarangalum
അപ്പീൽ	appeal
കോടതിയിലും	kodathiyilum
നിക്ഷിപ്തമാണ്	nikshipthamanu
</s>	</s>
ഇത്	ethu
അടിമാലി	adimali
ബ്ലോക്കിലെ	blockile
‍	,
കൊന്നത്തടി	konnathady
വില്ലേജ്	village
പരിധിയിലാണ്	paridhiyilanu
നിലകൊള്ളുന്നത്	nilakollunnathu
</s>	</s>
കേരളത്തിലെ	keralathile
ഗ്രാമപഞ്ചായത്തുകളുടെ	gramapanchayathukalude
പട്ടിക	pattika
</s>	</s>
കൂടാതെ	koodathe
രണ്ട്	randu
മ്യൂസിയം	museum
കടകളും	kadakalum
ഒരു	oru
ഭക്ഷണശാലയും	bhakshanashalayum
ഉണ്ട്	undu
</s>	</s>
മദ്രാസ്	madras
മലയാളി	malayalee
അസോസിയേഷൻ	association
സെക്രട്ടറി	secretary
എ	a
</s>	</s>
ഇന്റർനെറ്റ്	internet
ലോകത്തിൽ	lokathile
ഇന്ന്	ennu
എറ്റവും	yettavum
കൂടുതൽ	kooduthal
ഉപയോഗിച്ചു	upayogichu
വരുന്ന	varunna
ഫയൽ	file
ഷെയറിംഗ്	sharing
സാങ്കേതികവിദ്യകളിലൊന്നാണ്	sangethikavidhyakalilonnanu
ബിറ്റ്	bit
ടോറന്റ്	torrent
പ്രോട്ടോ‍കോളുകൾ	protocolukal
</s>	</s>
ശിലാദ	shilada
ഋഷിക്ക്	rishiku
ശിവകൃപയാൽ	shivakripayal
ജനിച്ച	janicha
പുത്രനാണ്	puthrananu
നന്ദികേശ്വരൻ	nandikeshvaran
എന്നാണ്	yennanu
മറ്റൊരഭിപ്രായം	mattorabhiprayam
</s>	</s>
വാട്ടർലൂവിൽ	waterloovil
വെച്ച്	vechu
ഇരു	eru
സൈന്യങ്ങളും	sainyangalum
ഏറ്റുമുട്ടി	yettumutti
</s>	</s>
വസീലി	vasily
ആവിഷ്കരിച്ച	avishkaricha
ആറു	aaru
പേരെ	pere
ഒരു	oru
ഷൂട്ടറും	shooterum
ഒരു	oru
സ്കൗട്ടുമുള്ള	scoutumulla
മൂന്നു	moonu
ടീമായി	teamayi
വിഭജിച്ചു	vibhajichu
വലിയൊരു	valiyoru
പ്രദേശത്തെ	pradeshathe
കവർ	cover
ചെയ്യുന്ന	cheyunna
ദി	the
സിക്സസ്	sixes
എന്ന	yenna
സ്നൈപ്പർ	sniper
തന്ത്രം	thandram
ഇപ്പോഴും	eppozhum
ആധുനിക	adhunika
സൈന്യങ്ങൾ	sainyangal
ഉപയോഗിക്കുന്നു	upayogikkunnu
</s>	</s>
ഹെറാത്തിലെ	herathile
കോട്ട	kotta
ഷാ	shah
രൂഖിന്റെ	rukhinte
കൽപ്പനപ്രകാരം	kalpanaprakaram
പുതുക്കി	puthukki
നിർമ്മിക്കപ്പെട്ടു	nirmikkapettu
</s>	</s>
നമ്പൂതിരി	namboothiri
</s>	</s>
വിയന്ന	vienna
സർവകലാശാലയിലും	sarvakalashalayilum
മാനവീയവാദത്തിന്റെ	manaveeyavadhathinte
കേന്ദ്രമായിരുന്ന	kendramayirunna
ബേസൽ	basel
സർവകലാശാലയിലും	sarvakalashalayilum
അദ്ദേഹം	adheham
പഠിച്ചു	padichu
</s>	</s>
തികച്ചും	thikachum
പാശ്ചാത്യശൈലിയിൽ	pashchathyashailiyil
വസ്ത്രധാരണം	vasthradharanam
നടത്തിയിരുന്ന	nadathiyirunna
അവർ	avar
1990-ൽ	1990-il
സുലെയ്മാൻ	suleyman
ദെമിറേൽ	demirel
നേതൃത്വം	nethrithvam
നൽകിയ	nalkiya
ട്രൂ	true
പാത്ത്	path
പാർട്ടിയിൽ	partyil
ചേരുകയും	cherukayum
തൊട്ടടുത്ത	thottadutha
വർഷം	varsham
തന്നെ	thanne
പാർലമെന്റിലേക്ക്	parlamentileku
തിരഞ്ഞെടൂക്കപ്പെടുകയും	thiranjedukkapedukayum
ചെയ്തു	cheythu
</s>	</s>
737-ആമാണ്ടിൽ	737-aamandu
തുർക്കികൾ	turkeykal
വടക്കൻ	vadakan
അഫ്ഗാനിസ്താനിലെ	afganistanile
ഖുൽം	khlam
താഷ്‌ഖുർഘാൽ	tashqalghan
ആക്രമിച്ചു	akramichu
</s>	</s>
ജാതിമതഭേദമന്യേ	jathimathabhedamanye
സ്ത്രീ	sthree
പുരുഷഭേദമന്യേ	purushabhedamaye
ധാരാളം	dharalam
പേർ	per
നൃത്തം	nirtham
പഠിക്കാനും	padikanum
നർത്തകരാവാനും	nirthakaraavanum
തയ്യാറായി	thayyarayi
</s>	</s>
സ്തുതിഗീതങ്ങൾക്ക്	sthuthigeethangalku
ശേഷം	shesham
മഹാഭാരതം	mahabharatham
കഥയാണ്	kathayanu
പ്രധാന	pradana
ഗാനമായി	ganamayi
ആലപിക്കുക	aalapikkuka
</s>	</s>
ശ്രീലങ്കൻ	srilankan
സ്വദേശിയായ	svadesheeyaya
ചിത്രകാരനും	chithrakaranum
പ്രതിഷ്ഠാപന	prathishttapana
കലാകാരനുമാണ്	kalaakaranumaanu
ദാമോദരംപിള്ള	damodharampilla
ശനാതനൻ	shanathanan
എന്ന	yenna
ടി	t
ശനാതനൻ	shanathanan
</s>	</s>
തമിഴ്	tamil
മാസികയായ	masikayaya
ധിം	dhim
തരികിഡ	tharikita
യുടെ	yude
എഡിറ്ററുമായിരുന്നു	edittorumayirunnu
</s>	</s>
കോവിലന്റെ	kovilante
തട്ടകം	thattakam
</s>	</s>
അറിയപ്പെടുന്ന	ariyapedunna
ഗുണ്ടകളെയും	gundakaleyum
റൌഡികളെയും	rowdykaleyum
ചില	chila
സ്ഥലങ്ങളിൽ	sthalangalil
പ്രവേശിക്കുന്നത്	praveshikkunnathu
ഒരു	oru
വർഷം	varsham
തടയാൻ	thadayan
ഡി	d
</s>	</s>
താരതമ്യപ്പെടുത്തിയാല്	tharathamyapeduthiyal
ഇതിന്	ethin
ഐക്യനാടുകളിലെ	aikyanadukalile
സംസ്ഥാനമായ	samsthanamaya
റോഡ്	rhode
ഐലൻഡിൻറെ	islandinte
രണ്ടിരട്ടി	randiratti
വലിപ്പമുണ്ട്	valippamundu
</s>	</s>
ഒരു	oru
പ്രത്യേക	prethyeka
വ്യക്തിയുടേയോ	vyakthiyudeyo
ഒരു	oru
കൂട്ടം	kootam
വ്യക്തികളുടേയോ	vyakthikaludeyo
നിത്യജീവിതത്തിൽ	nithyajeevithathil
പരിസരത്തിനുള്ള	parisarathinulla
സ്വാധീനം	swatheenam
കണ്ടെത്താനുള്ള	kandethanulla
ശ്രമം	sramam
</s>	</s>
ആൻഡ്രൂസിന്	andrewsinu
അയച്ചുകൊടുക്കുകയും	ayachukodukukayum
ചെയ്തു	cheythu
</s>	</s>
കേരള	kerala
നടനം	nadanam
ഒരുവിധം	oruvidham
പഠിച്ചെടുക്കണമെങ്കിൽ	padichedukkanamengil
ചുരുങ്ങിയത്‌	churungiyathu
നാല്‌	naalu
കൊല്ലത്തെ	kollathe
നിരന്തരമായ	nirantharamaya
പരിശീലനം	parisheelanam
വേണം	venam
</s>	</s>
അതു	athu
നടക്കാൻ	nadakkan
പോകുന്നില്ലെന്ന്	pokunnillennu
ബോധ്യമായപ്പോൾ	bodhyamayappol
തന്റെ	thante
ആത്മത്യാഗത്തോടെ	aathmathyagathode
യുഗസമാപ്തി	yugasamaapthi
എത്തിച്ചേരുമെന്ന	yethicherumenna
വിശ്വാസത്തിൽ	vishwasathil
അതിന്‌	athinu
അവസരമൊരുക്കും	avasaramorukkum
വിധം	vidham
ദൗത്യത്തിന്റെ	dauthyathinte
ശേഷഭാഗം	sheshabhagam
യേശു	yesu
രൂപപ്പെടുത്തി	roopapeduthi
</s>	</s>
ആംഗ്ഗ്ലോ-മൈസൂർ	angleya-mysore
യുദ്ധങ്ങൾ	yudhangal
</s>	</s>
2015	2015
ഓഗസ്റ്റ്	august
21-ന്	21-nu
ബ്രിട്ടീഷ്	british
റോയൽ	royal
എയർഫോഴ്സ്	airforce
സിറിയയിലെ	syriayile
ഇസ്ലാമിക്	islamic
സ്റ്റേറ്റ്	state
ഐസിസ്	acc
ഭീകരരായ	bheekararaya
രണ്ടു	randu
ബ്രിട്ടീഷ്	british
ജിഹാദികളെ	jihadikale
റീപ്പർ	ripper
ഡ്രോണുപയോഗിച്ച്	dronupayogichu
കണ്ടെത്തുകയും	kandethukayum
വധിക്കുകയും	vadhikkukayum
ചെയ്തിരുന്നു	cheythirunnu
</s>	</s>
സമുദ്രനിരപ്പിൽ	samudranirappil
നിന്നും	ninnum
1000	1000
മീറ്റർ	meter
ഉയരത്തിലും	uyarathil
മണ്ഡലെയിൽ	mandaleyil
നിന്ന്	ninnu
ഒന്നര	onnara
മണിക്കൂർ	manikoor
യാത്രയിലും	yathrayilum
ബർമ്മീസ്	burmese
വേനൽക്കാലത്ത്	venalkalathu
ചൂടിൽ	choodil
നിന്ന്	ninnu
രക്ഷപ്പെടുന്ന	rakshappeduunna
കൊളോണിയൽ	collonyil
അധികാരികളുടെ	adhikarikalude
തിരച്ചിലുകളിൽ	thirachilukalil
ഒന്നായിരുന്നു	onnayirunnu
ഇത്	ethu
</s>	</s>
പാമ്പ്	paambu
</s>	</s>
1964-ൽ	1964-il
കമ്മ്യൂണിസ്റ്റ്	communist
പാർട്ടി	party
പിളർന്നപ്പോൾ	pilarnappol
അദ്ദേഹം	adheham
സി	c
പി	p
ഐ-നോടൊപ്പം	i-nodoppam
നിലകൊണ്ടെങ്കിലും	nilakondengilum
പാർച്ചിയുടെ	partyude
പിളർപ്പിൽ	pilarpil
മനംനൊന്തു്	manamnonthu
അദ്ദേഹം	adheham
ക്രമേണെ	kramena
പൊതുപ്രവർത്തനത്തിൽ	pothupravarthanathil
നിന്നും	ninnum
പിൻവലിഞ്ഞു	pinvalinju
</s>	</s>
കേരളത്തിൽ	keralathil
കോട്ടയം	kottayam
ജില്ലയിലെ	jillayile
ഒരു	oru
ഗ്രാമമാണ്‌	gramamanu
നെടുംകുന്നം	nedumkunnam
</s>	</s>
വലിയ	valiya
നഗരങ്ങളായ	nagarangalaya
ചിയാങ്	chiang
റായി	rai
ഉത്തരാദിറ്റ്	uttaradit
ഫൈ	phi
പാൻ	pan
നോം	nam
റേഞ്ചിന്റെ	ranginte
വടക്ക്	vadakku
തെക്ക്	thekku
എന്നിവിടങ്ങളിലെ	yennividangalile
പരിധിക്ക്	paridhikk
സമീപമാണ്	sameepamanu
</s>	</s>
ആകാശ	akasha
നിറമുള്ള	niramulla
വെള്ളം	vellam
എന്നർത്ഥമുള്ള	yennarthamulla
ഡക്കോട്ട	dakota
വാക്കിൽ	vaakkil
നിന്നാണ്	ninnanu
സംസ്ഥാനത്തിന്	samsthanathinuu
ഈ	ee
പേര്	peru
ലഭിച്ചത്	labhichathu
</s>	</s>
പിൽക്കാലത്ത്	pilkalathu
ക്രൈസ്തവരിൽതന്നെ	christavarilthanne
പലരും	palarum
സെപ്ത്വജിന്റിനോടുള്ള	septuagintinodulla
നിലപാട്	nilapadu
പുനപരിശോധിച്ചു	punarparishodhichu
</s>	</s>
മരിക്കുന്നതിന്	marikkunnathinu
ഒരാഴ്ച	orazhcha
മുമ്പ്	mumbu
ചെക്ക്‌	czech
പര്യടനത്തിനെത്തിയ	paryadanathinethiya
ദലൈലാമയെ	dalailamaye
വീൽചെയറിലെത്തിയാണ്‌	wheelchairilethiyanu
അദ്ദേഹം	adheham
സന്ദർശിച്ചത്‌	sandarshichathu
</s>	</s>
സ്മാരക	smaraka
ഗ്രന്ഥശാലാ	grandhashala
വൈസ്	vice
പ്രസിഡന്റ്	president
പി	p
</s>	</s>
ജേക്കബ്	jacob
പുന്നൂസ്	punnoose
ഹൈക്കോടതിയിൽ	highkodathiyil
നടത്തിയ	nadathiya
സത്യവാങ്	sathyavang
മൂലത്തിൽ	moolathil
ഇത്തരത്തിൽ	etherathil
സംഘടനകൾ	sangadanakal
കേരളത്തിൽ	keralathil
ഉള്ളതിനു	ullathinu
തെളിവില്ലെന്നു	thelivillennu
വ്യക്തമാക്കി	vyakthamakki
</s>	</s>
ഓങ്ങൻ	ongan
</s>	</s>
ദക്ഷിണാഫ്രിക്ക	dakshinafrica
</s>	</s>
വിജയം	vijayam
</s>	</s>
ഓച്ചിറ	ochira
ചെല്ലപ്പൻപിള്ള	chellappanpilla
</s>	</s>
തളിരിലകളുടെ	thalirilakalude
അഗ്രങ്ങൾ	agrangal
തേരട്ടപോലെ	therattapole
ചുരുണ്ടിരിക്കും	churundirikum
</s>	</s>
അകിൽ	akil
മരത്തിൽ	marathil
നിന്നും	ninnum
ഉത്പാദിപ്പിക്കുന്ന	ulpadhippikunna
എണ്ണ	yenna
വൃണം	vrinam
വിഷം	visham
കുഷ്ഠം	kushtam
ചൊറി	chori
എന്നീ	yennee
അസുഖങ്ങൾക്കെതിരെയുള്ള	asukhangalkethireyulla
ഔഷധമായി	aushadhamayi
ആയുർവേദ	ayurveda
ചികിത്സയിൽ ‍	chikilsayil
ഉപയോഗിക്കുന്നു	upayogikkunnu
</s>	</s>
കലാമണ്ഡലം	kalamandalam
ഗോപി	gopi
</s>	</s>
പരാദജീവികൾ	paradhajeevikal
പൊതുവേ	ohuve
ശ്വേതരക്താണുക്കൾക്ക്	shvetharakthanukkalku
ഭക്ഷകക്രിയയിലൂടെ	bhakshakakriyayiloode
വിഴുങ്ങാൻ	vizhungan
പറ്റാവുന്നതിനേക്കാൾ	pattavunnathinekal
അനേകമടങ്ങ്	anekamadangu
വലിപ്പമുള്ളവയാണ്	valippamullavayanu
</s>	</s>
പഞ്ചസ്കന്ധങ്ങൾ	panjaskandhangal
അനിത്യങ്ങളാകയാൽ	anithyangalakayal
അനർഥകാരികളാണ്	anarthakarikalanu
</s>	</s>
കപ്പൽ	kappel
എ	a
</s>	</s>
സർക്കാർ-സർക്കാരിതര	sarkar-sarkaritha
സ്ഥാപനങ്ങളിൽ	sthapanangalil
നിന്ന്	ninnu
ലഭ്യമാകുന്ന	labhyamakunna
സാങ്കേതിക	sangethika
വൈദഗ്ദ്ധ്യം	vaidakthyam
സമാഹരിക്കുക	samaaharikkuka
</s>	</s>
പിന്നീട്	pinnedu
റോമൻ	roman
ചക്രവർത്തിയായി	chakravarthiyayi
തീർന്ന	theerna
സൈന്യധിപൻ	sainyadhipan
ടൈറ്റസ്	titus
ഫ്ളാവിയസ്സിന്റെ	flaviusine
നേതൃത്വത്തിൽ	netrithvathil
റോം	rome
ജൂതൻമാരുടെ	jewthanmarude
കലാപംഅടിച്ചമർത്തി	kalaapam adichamarthi
</s>	</s>
ഉചിതമായ	uchithamaya
ലൈബ്രറി	library
ചട്ടങ്ങൾ	chattangal
നിയമവ്യവസ്തകൾ	niyamavyavasthakal
പ്രചരിപ്പിക്കുകയും	pracharippikkukayum
പ്രോത്സാഹിപ്പിക്കുകയും	prothsahippikkukayum
ചെയ്യുക	cheyyuka
</s>	</s>
ഉറങ്ങാൻ	urangaan
കിടക്കലും	kidakkalum
ഉറങ്ങിയെണീക്കലും	urangiyeneekkalum
ഇതു	ethu
കൂടുതൽ	kooduthal
എളുപ്പമാക്കുന്നു	yeluppamakunnu
</s>	</s>
സ്ക്കൂൾ	school
എന്നിവിടങ്ങളിൽ	yennividangalil
നിന്ന്	ninnu
പ്രാഥമിക	pradhamika
വിദ്യാഭ്യാസം	vidhyabhyasam
നേടി	nedi
</s>	</s>
വർഗ്ഗം	vargam
ആസ്റ്റെറെയിൽസ്	asterails
</s>	</s>
ഡക്കാൺ	deccan
സമതലത്തിൽ	samathalathil
സംഭവിച്ച	sambhavicha
വിളനാശമാണ്	vilanasamanu
ഈ	e
ഭക്ഷ്യക്ഷാമത്തിനു	bhakshyakshamathinu
പ്രധാനകാരണമായി	pradhanakaranamayi
ചൂണ്ടിക്കാണിക്കപ്പെടുന്നത്	chundikkanikkappetunnath
</s>	</s>
വിമർശകരുടെയും	vimarsakarudeyum
വായനക്കാരുടെയും	vayanakkaranteyum
പ്രശംസ	prasamsa
നേടി	nedi
ഈ	e
നോവൽ	noval
</s>	</s>
അഗാപ്പീറ്റസ്	agappitas
രണ്ടാമന്റെ	randamante
വാഴ്ചക്കിടെ	vazhchakkide
954-ൽ	954-l
ആൽബെറിക്ക്	alberik
രണ്ടാമൻ	randaman
മരിച്ചു	marichu
</s>	</s>
ഈ	e
യുദ്ധത്തിൽ	yudhathil
നെപോളിയൻ	nepolean
സൈനികരോടൊപ്പം	sainikarodoppam
നിന്നു	ninnu
പൊരുതിയതായും	poruthiyathayum
അങ്ങനെ	angane
സൈനികരുടെ	sainikarude
സ്നേഹാദരങ്ങൾ	snehadarangal
നേടിയെടുത്തതായും	nediyeduthathayum
പറയപ്പെടുന്നു	parayappedunnu
</s>	</s>
റോമിലേയും	romileyum
അവിഞ്ഞോണിലേയും	avinjonileyum
മാർപ്പാപ്പമാരെ	marpapamare
ഒരേസമയം	oresamayam
സ്ഥാനത്യാഗം	sthanathyagam
ചെയ്യിച്ചു	cheyyichu
പ്രശ്നം	prasnam
പരിഹരിക്കാനുള്ള	pariharikkanulla
ശ്രമങ്ങൾ	sramangal
വിജയിച്ചില്ല	vijayichilla
</s>	</s>
തിരിച്ച്‌	thirich
റഷ്യയിലെത്തിയ	russiayilethiya
ലെനിൻ	lenil
ജൂൾസ്‌	jules
മാർട്ടോഫ്	marttoph
നതാഷ്ദ	nathashda
ക്രൂപ്‌സ്കായ	krupskaya
എന്നീ	enni
യുവസുഹൃത്തുക്കൾക്കൊപ്പം	yuvasuhrthukalkkoppam
ഒരു	oru
തൊഴിലാളി	thozhilali
സമര	samara
സംഘടന	samghadana
രൂപവത്കരിച്ചു	rupavathkarichu
</s>	</s>
ഹെബ്രായ	hebraya
ബൈബിളിൽ	bibilil
ഉൾപ്പെടാത്തവയെങ്കിലും	ulppedathavayenkilum
പല	pala
ക്രിസ്തീയ	christiya
വിഭാഗങ്ങളും	vibhagangalum
പഴയനിയമത്തിന്റെ	pazhayaniyamathinte
ഭാഗമായി	bhagamayi
കരുതുന്ന	karuthunna
ചില	chila
ഗ്രന്ഥങ്ങളും	grandhangalum
ഈ	e
സമുച്ചയത്തിലുണ്ട്	samuchayathilund
</s>	</s>
ദീപനത്തകരാറുള്ള	deepanathakararulla
അർശോരോഗികൾ	arsorogikal
നിത്യവും	nithyavum
തക്രം	thakram
ഉപയോഗിക്കണമെന്നാണ്	upayogikkanamennanu
ആയുർവേദ	ayurveda
നിർദ്ദേശം	nirdesam
</s>	</s>
സീസർ	ceaser
അലക്സാണ്ടർ	alexander
എന്നിവരായിരുന്നു	ennivarayirunnu
ആ	a
ബാലന്റെ	balante
ആരാധനാപുരുഷന്മാർ	aradhanapurushanmar
</s>	</s>
കലാംപാഷ	kalampasha
വാദം	vadam
കേൾക്കും	kelkkum
എന്നറിയിച്ചു	ennariyichu
</s>	</s>
മറ്റുള്ളവർ	matullavar
ആശാരി,കൊല്ലൻ,തട്ടാൻ	aashari,kollan,thattan
</s>	</s>
പിന്നീട്	pinnid
ഒരു	oru
നൂറ്റാണ്ടിനു	nutandinu
ശേഷം	sesham
1971	1971
ൽ	l
അല്ലാമാ	allama
മുഹമ്മദ്‌	muhammed
ഇംറാൻ	imran
ഖാൻ	khan
നദവി	nadavi
അസ്ഹരി	ashari
മൗലാനാ	maulana
സയ്യിദ്	sayyid
ഹാഷ്മത്ത്	hashmath
അലി	ali
സാഹിബ്	sahib
എന്നിവരുടെ	ennivarude
ഭഗീര	bhagira
പ്രയത്ന	prayathna
ഫലമായി	falamayi
പുനർനിർമ്മാണം	punarnirmmanam
ആരംഭിച്ചു	arambhichu
</s>	</s>
ഛായാഗ്രഹണം	chayagrahanam
വിപിൻ	vipin
മോഹൻ	mohan
</s>	</s>
എന്നാൽ	ennal
ലത്തീഫിന്റെ	latheefinte
ഭരണവും	bharanavum
അധീകം	adhikam
നീണ്ടില്ല	nindilla
</s>	</s>
ജിയോ	jio
പാറ്റന്റിനാണു	petantinanu
തർക്കം	tharkkam
</s>	</s>
ശ്യാം	syam
സംഗീതസംവിധാനം	samgeethasamvidhanam
നിർവഹിച്ചു	nirvahichu
</s>	</s>
കല്ലുവഴി	kalluvazhi
വാസു	vasu
</s>	</s>
ബോട്സ്വാനയിലെ	botswanayile
പഴയ	pazhaya
ജെംസ്റ്റോക്ക്	gemstock
നാഷണൽ	national
പാർക്കും	parkkum
ദക്ഷിണാഫ്രിക്കയിലെ	dakshinafrikkayile
ജെംസ്റ്റോക്ക്	gemstock
നാഷണൽ	national
പാർക്കും	parkkum
ഒന്നായാണ്	onnayanu
കലഹാരി	kalahari
ട്രാൻസ്ഫോണ്ടിയർ	transfontier
നാഷണൽ	national
പാർക്ക്	park
ഉണ്ടായത്	undayathu
.	.
</s>	</s>
ഒന്നം	onnam
ലോകവും	lokavum
രണ്ടാം	randam
ലോകവും	lokavum
മൂന്നാം	munnam
ലോകത്തിനെ	lokathine
ചൂഷണം	chushanam
ചെയ്യുന്നുണ്ട്	cheyyund
</s>	</s>
വൈറൽ	viral
മാർക്കറ്റിംഗ്	marketing
</s>	</s>
കേരളത്തിലെ	keralathile
സംസ്കൃത	samskritha
പണ്ഡിതനാണ്	pandithananu
എൻ.വി.പി	n.v.p
ഉണിത്തിരി	unithiri
എൻ.വി	n.v
പത്മനാഭൻ	padmanabhan
ഉണിത്തിരി	unithiri
</s>	</s>
എല്ലാ	ella
വർഷവും	varshavum
ഇന്ത്യയുടെ	indiayude
കേന്ദ്രബജറ്റ്	kendrabajat
അവതരിപ്പിക്കുന്നതിന്	avatharippikkunnathinu
ഏതാനും	ethanum
ദിവസങ്ങൾക്ക്	divasangalkk
മുമ്പ്	munp
ഇന്ത്യൻ	indian
റെയിൽവേ	railway
മന്ത്രിയാണ്	manthryanu
പാർലമെൻറിൽ	parliamentil
റയിൽ	rail
ബജറ്റ്	budjet
അവതരിപ്പിക്കുന്നത്	avatharippikkunnath
</s>	</s>
പ്രതിപക്ഷം	prathipaksham
അതിശക്തമായി	athisaksthamayi
പ്രതികരിച്ചെങ്കിലും	prathikarichenkilum
രാഷ്ട്രീയ	rashtiya
അട്ടിമറി	atimari
നടന്നു	nadannu
</s>	</s>
ഇദ്ദേഹം	edeham
തെഹാനയിലെ	thehanayile
ഖത്രികളുടെ	khathrikalude
പുരോഹിതനായിത്തീർന്നു	purohithanayitheernnu
</s>	</s>
ആ	aa
കാലഘട്ടത്തിൽ	kalaghattathil
ബഗ്ച്ചി	bagchi
നിരവധി	niravdhi
ബഹുജന	bahujana
നാടോടി	nadodi
ഗാനങ്ങൾ	ganangal
ആലപിച്ചു	alapichu
</s>	</s>
പത്തൊൻപതാം	pathonpatham
നൂറ്റാണ്ടിന്റെ	nutandinte
അവസാനത്തിലും	avasanathilum
ഇരുപതാം	irupatham
നൂറ്റാണ്ടിന്റെ	nutandinte
ആരംഭത്തിലുമായി	arambhathilumayi
സമൂഹത്തിലെ	samuhathile
ദുഷിച്ച	dushicha
പ്രവണതകൾക്കെതിരെ	pravanathakalkkethire
ജനങ്ങളെ	janangale
ബോധവൽക്കരിക്കാനായി	bodhavathakrikkanayi
ആരംഭിച്ച	arambhicha
കലാരൂപമാണിത്	kalarupamanith
</s>	</s>
ധർമ്മജൻ	dharmajan
ബോൾഗാട്ടി	bolgatti
</s>	</s>
വാർദ്ധക്യം	vardhakyam
ബാധിച്ച	badhicha
ദ്യൂമസേനനു	dyumasenanu
വളരെ	valare
പെട്ടെന്നുതന്നെ	pettannuthanne
തന്റെ	thante
കാഴ്ച	kazhcha
നഷ്ടപ്പെട്ടു	nashtappettu
</s>	</s>
പ്രധാനമായും	pradhanamayum
മൂന്ന്	munnu
തരത്തിലാണ്	tharathilanu
ഉപഗ്രഹ	upagraha
ടെലിവിഷൻ	television
ഉപയോഗപ്പെടുത്തുന്നുത്	upayogappeduthunnath
</s>	</s>
അറബികളുടെ	arabikalude
ആഗമനകാലത്തുതന്നെ	agamanakalathuthanne
വടക്കുകിഴക്കു	vadakkukizhakku
ഭാഗത്തു	bhagathu
നിന്ന്	ninnu
ചൈനക്കാരും	chinakkarum
കിഴക്കു	kizhakku
ഭാഗത്തു	bhagathu
നിന്നും	ninnum
തിബറ്റന്മാരും	tibetanmarum
അഫ്ഗാനിസ്താനിലെത്തി	afganisthanilethi
</s>	</s>
നിലനിൽപ്പിനു	nilanilppinu
ഭീഷണി	bhishani
ഇല്ലാതാവാനും	illathavanum
വംശനാശം	vamsanasam
സംഭവിക്കാതിരിക്കാനും	sambhavikkathirikkanum
ഈ	ee
പട്ടികയിൽ	pattikayil
ഉള്ള	ulla
ജീവികൾക്ക്	jeevikalku
സംരക്ഷണം	samrakshanam
ആവശ്യമാണ്	avasyamanu
</s>	</s>
ജീവൻ	jevan
എന്ന	enna
പദത്തിന്	padathinu
കൃത്യമായ	krithyamaya
നിർവചനം	nirvachanam
നൽകുക	nalkuka
എന്നത്	ennath
കുറേയേറെ	kureyere
പ്രയാസമുള്ള	prayasamulla
കാര്യമാണ്	karyamanu
</s>	</s>
2015	2015
ൽ	l
ദ	the
റേഡിയോ	radio
ടൈംസുമായുള്ള	timesumayulla
അഭിമുഖത്തിൽ	abhimukhathil
ഡള്ളാസ്	dallas
എന്ന	enna
1980	1980
കളിലെ	kalile
അമേരിക്കൻ	american
ടെലിവിഷൻ	television
നാടക	nadaka
പരമ്പരയിൽ	paramparayil
പ്രിസില്ല	presilla
ബ്യൂളിയൂ	beuliyu
പ്രെസ്ലി	presli
അവതരിപ്പിച്ച	avathariicha
ജെന്ന	jenna
വേഡ്	ved
എന്ന	enna
കഥാപാത്രത്തിന്റെ	kathapathrathinte
പേരിൽ	peril
